No,NAMA PERUSAHAAN,Persil/Lokasi,Izin,Kelurahan,Kecamatan,Wilayah
1906,"HERBAL ENERJI SILATURAHMI 
Jalan Nurkiman No. 24",Jalan Nurkiman No. 24,Izin Usaha Perdagangan,Pungkur,Regol,KAREES
1907,"KEDAI TIMBEL  DAGO 
Jalan Ir H Juanda  No. 117",Jalan Ir H Juanda  No. 117,Izin Usaha Perdagangan,Lebak Siliwangi,Coblong,CIBEUNYING
1908,"CV. AMANAH 
Jalan Wireja No. 14",Gang Wireja No. 14,Izin Usaha Perdagangan,Karang Anyar,Astana Anyar,TEGALLEGA
1909,"CV. INTER NUSA AEROTAMA 
Jalan H. Umar No. 18",Jalan H. Umar No. 18,Izin Usaha Perdagangan,Karang Pamulang,Mandalajati,UJUNGBERUNG
1910,"CV. PAS 
Jalan Kalijati 19 No. 16 Bandung",Jalan Kalijati 19 No. 16 ,Izin Usaha Perdagangan,Antapani Kulon,Antapani,UJUNGBERUNG
1911,"CV. CAHYA KHARISMA 
Jalan Sarijadi Flat 6/IV No. 9",Jalan Sarijadi Flat 6/IV No. 9,Izin Usaha Perdagangan,Sarijadi,Sukasari,BOJONAGARA
1912,"PT. SWANDRA MITRA KONSULTAN 
Jalan Jalan Subur No. 20",Jalan Jalan Subur No. 20,Izin Usaha Perdagangan,Ancol,Regol,KAREES
1913,"PT. AKSARA SENTRA KOMUNIKASI/NEW MAJESTIC DANGDUT 
Jalan Braga No. 1 Bandung",Jalan Braga No. 1 ,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
1914,"PT. MAHARUPA GATRA 
Jalan Kopo No. 477 Bizpark Blok A1 No. 50",Jalan Kopo No. 477 Bizpark Blok A1 No. 50,Izin Usaha Perdagangan,Cibaduyut,Bojongloa Kidul,TEGALLEGA
1915,"PD. SURYA ABADI 
Jalan Paseban  I  No.  14  Bandung",Jalan Paseban  I  No.  14  ,Izin Usaha Perdagangan,Cipadung Kulon,Panyileukan,GEDEBAGE
1916,"BINTANG MUDA PLASTIK 
Jalan Cibolerang No. 203 Kav. 65 Bandung",Jalan Cibolerang No. 203 Kav. 65 ,Izin Usaha Perdagangan,Cigondewah Rahayu,Bandung Kulon,TEGALLEGA
1917,"CV. TRIA PRATAMA 
Jalan Kecamatan No. 15 Bandung",gang Kecamatan No. 15 ,Izin Usaha Perdagangan,Pungkur,Regol,KAREES
1918,"PD. PANJI URBAN 
Jalan H. Sobana No. 25",Gg. H. Sobana No. 25,Izin Usaha Perdagangan,Cikutra,Cibeunying Kidul,CIBEUNYING
1919,"CV. KARYA K3D 
Jalan Pasirlayung Utara III No. 12 Bandung",Jalan Pasirlayung Utara III No. 12 ,Izin Usaha Perdagangan,Pasirlayung,Cibeunying Kidul,CIBEUNYING
1920,"SUBUR JAYA UTAMA 
Jalan Raya Sukamiskin No. 193 Bandung",Jalan Raya Sukamiskin No. 193 ,Izin Usaha Perdagangan,Pasir Impun,Mandalajati,UJUNGBERUNG
1921,"PT. RADIO SHINTA BUANA BANDUNG 
Jalan Tamansari Bukit Bandung Blok B No. 13 Bandung",Komp. Tamansari Bukit Blok B No. 13 ,Izin Usaha Perdagangan,Sindangjaya,Mandalajati,UJUNGBERUNG
1922,"CV. PATALI ASIH 
Jalan Sauyunan I No. 7",Jalan Sauyunan I No. 7,Izin Usaha Perdagangan,Kebonlega,Bojongloa Kidul,TEGALLEGA
1923,"UD. MARGA CIPTA ABADI 
Jalan Suniaraja No. 19 Bandung",Jalan Suniaraja No. 19 ,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
1924,"PT. GAMA RAYA 
Jalan Setrasari Kulon V No. 10",Jalan Setrasari Kulon V No. 10,Izin Usaha Perdagangan,Sukarasa,Sukasari,BOJONAGARA
1925,"CV. SUNDA JAYASAKTI 
Jalan Saledri No. 31 Bandung",Jalan Saledri No. 31 ,Izin Usaha Perdagangan,Lingkar Selatan,Lengkong,KAREES
1926,"PD. MULYA 
Jalan Cibaduyut No. 167 Bandung",Jalan Cibaduyut No. 167 ,Izin Usaha Perdagangan,Cibaduyut,Bojongloa Kidul,TEGALLEGA
1927,"CV. MEDIA KOTA KATA UTAMA 
Jalan Antakarya No. 2 Bandung",Jalan Antakarya No. 2 ,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
1928,"PT. KOPINDO PERSADA Cab. Bandung.  
Jalan H. Kurdi Timur I No. 40 Bandung",Jalan H. Kurdi Timur I No. 40 ,Izin Usaha Perdagangan,Pelindung Hewan,Astana Anyar,TEGALLEGA
1929,"PT. SANGKURIANG 
Jalan Karang Tinggal No. 23 Bandung",Jalan Karang Tinggal No. 23 ,Izin Usaha Perdagangan,Cipedes,Sukajadi,BOJONAGARA
1930,"SUKSES 
Jalan Moch. Toha No. 11",Jalan Moch. Toha No. 11,Izin Usaha Perdagangan,Pungkur,Regol,KAREES
1931,"CAHAYA ABADI 
Jalan JalanHolis Indah Blok A-14",Ruko Taman Holis Indah Blok A-14,Izin Usaha Perdagangan,Cigondewah Kidul,Bandung Kulon,TEGALLEGA
1932,"CV. KARYA PEMBANGUNAN UTAMA 
Jalan Purnawarman No. 7 Bandung",Jalan Purnawarman No. 7 ,Izin Usaha Perdagangan,Babakan Ciamis,Sumur Bandung,CIBEUNYING
1933,"PRAMBANAN  MOTOR 
Jalan Raya Ujungberung No. 107 Bandung",Jalan Raya Ujungberung No. 107 ,Izin Usaha Perdagangan,Cigending,Ujungberung,UJUNGBERUNG
1934,"CV. TIGRIS PRIMORDIA KENCANA 
Jalan Batu Api IV No. 7 Bandung",Jalan Batu Api IV No. 7 ,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
1935,"NAGA MAS 
Jalan Suniaraja No. 35 Bandung",Gang Suniaraja No. 35 ,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
1936,"CV. YUDHISTIRA 
Jalan Batu Indah VI No. 47 Bandung",Jalan Batu Indah VI No. 47 ,Izin Usaha Perdagangan,Batununggal,Bandung Kidul,GEDEBAGE
1937,"PT. KEIRA REALINDO 
Jalan Ibrahim Adjie No. 277",Jalan Ibrahim Adjie No. 277,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
1938,"CV. BILLY SISILIA POHU MANUNGGAL PRATAMA 
Jalan Solo No. 22 Bandung",Jalan Solo No. 22 ,Izin Usaha Perdagangan,Antapani Kidul,Antapani,UJUNGBERUNG
1939,"FORMULA VARIASI 
Jalan Lodaya No. 12 Bandung",Jalan Lodaya No. 12 ,Izin Usaha Perdagangan,Cikawao,Lengkong,KAREES
1940,"PT. UMICO 
Jalan Girimande B. IV No. 2 Bandung",Komp. Girimande B. IV No. 2 ,Izin Usaha Perdagangan,Karang Pamulang,Mandalajati,UJUNGBERUNG
1941,"PT. DEWATA ANGKASA 
Jalan Soekarno Hatta Jalan MTC Jalan Blok G-18 ",Jalan Soekarno Hatta Komp. MTC Ruko Blok G-18 ,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
1942,"ARUNA COMPUTER 
Jalan Istana Bandung Elektronik Centre L1 D. 06-07",Istana Elektronik Centre L1 D. 06-07,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
1943,"CV. SABILULUNGAN  
Jalan Pondok Giri Mande C-3 No. 2",Pondok Giri Mande C-3 No. 2,Izin Usaha Perdagangan,Jatihandap,Mandalajati,UJUNGBERUNG
1944,"PT. DANAMARTHA SEJAHTERA UTAMA 
Jalan Cihampelas No. 169",Jalan Cihampelas No. 169,Izin Usaha Perdagangan,Cipaganti,Coblong,CIBEUNYING
1945,"ALEXANDRA SKIN CARE 
Jalan Leuwisari III No. 30 Bandung",Jalan Leuwisari III No. 30 ,Izin Usaha Perdagangan,Kebonlega,Bojongloa Kidul,TEGALLEGA
1946,"ALAM CIPTA 
Jalan Ters. Jend. A Yani No. 3",Jalan Ters. Jend. A Yani No. 3,Izin Usaha Perdagangan,Karang Pamulang,Mandalajati,UJUNGBERUNG
1947,"PT. USAHA LESTARI MITRAJAYA 
Jalan Rancaloa RT.007 RW. 008",Rancaloa RT.007 RW. 008,Izin Usaha Perdagangan,Cipamokolan,Rancasari,GEDEBAGE
1948,"CV. DAMAR MAS TEKNOLOGI 
Jalan Arumsari  III No. 7 Bandung",Jalan Arumsari  III No. 7 ,Izin Usaha Perdagangan,Babakansari,Kiaracondong,KAREES
1949,"KJKS BMT EL BATASYA 
Jalan Cisaranten Kulon No. 79",Jalan Cisaranten Kulon No. 79,Izin Usaha Perdagangan,Cisaranten Kulon,Arcamanik,UJUNGBERUNG
1950,"CV. HSB NUR REAL 
Jalan D Platinum Kav. E Jalan Cukangkawung No. 36",Komp. D Platinum Kav. E Jalan Cukangkawung No. 36,Izin Usaha Perdagangan,Cigadung,Cibeunying Kaler,CIBEUNYING
1951,"PT. HIDUP BAHAGIA SENTOSA 
Jalan Asia Afrika No. 141 - 149",Jalan Asia Afrika No. 141 - 149,Izin Usaha Perdagangan,Kebon Pisang,Sumur Bandung,CIBEUNYING
1952,"YESSIKA ROTI 
Jalan Mukalmi No. 3/86",Gang Mukalmi No. 328,Izin Usaha Perdagangan,Jamika,Bojongloa Kaler,TEGALLEGA
1953,"CV. M U T I A R A 
Jalan Otto Iskandardinata No. 468  Bandung",Jalan Otto Iskandardinata No. 468  ,Izin Usaha Perdagangan,Nyengseret,Astana Anyar,TEGALLEGA
1954,"SUBUR MAKMUR 
Jalan Astanaanyar No. 55 Bandung",Jalan Astanaanyar No. 55 ,Izin Usaha Perdagangan,Karang Anyar,Astana Anyar,TEGALLEGA
1955,"PRO AUDIO 
Jalan Surya Sumantri No. 105 Bandung",Jalan Surya Sumantri No. 105 ,Izin Usaha Perdagangan,Sukawarna,Sukajadi,BOJONAGARA
1956,"PT. OPTIK MELAWAI PRIMA 
Jalan Buah Batu No. 171 Bandung",Jalan Buah Batu No. 171 ,Izin Usaha Perdagangan,Burangrang,Lengkong,KAREES
1957,"PT. OPTIK TUNGGAL SEMPURNA 
Jalan Cihampelas No. 160",Jalan Cihampelas No. 160,Izin Usaha Perdagangan,Cipaganti,Coblong,CIBEUNYING
1958,"PT. PANCASARANA ESTETIKA 
Jalan Abdurachman Saleh No. 9 Kav. 11 Bandung",Jalan Abdurachman Saleh No. 9 Kav. 11 ,Izin Usaha Perdagangan,Husein Sastra Negara,Cicendo,BOJONAGARA
1959,"PT. GITA PERSADA RAJAWALI 
Jalan Rajawali Sakti I No. 35 Bandung",Jalan Rajawali Sakti I No. 35 ,Izin Usaha Perdagangan,Dunguscariang,Andir,BOJONAGARA
1960,"CV. MASKET 
Jalan Cisitu Indah VI No. 205",Jalan Cisitu Indah VI No. 205,Izin Usaha Perdagangan,Dago,Coblong,CIBEUNYING
1961,"PT. SINARBARU ALGESINDO 
Jalan Maskumambang Wetan No. 35-A Bandung",Jalan Maskumambang Wetan No. 35-A ,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
1962,"PT. BINA TERA JASINDO 
Jalan Cicukang No. 5 Bandung",Jalan Cicukang No. 5 ,Izin Usaha Perdagangan,Caringin,Bandung Kulon,TEGALLEGA
1963,"CV. JARING SUKSES MAKMUR 
Jalan Terusan Jakarta No. 9-A Bandung ",Jalan Terusan Jakarta No. 9-A ,Izin Usaha Perdagangan,Babakan Surabaya,Kiaracondong,KAREES
1964,"ALPHA FARMA 
Jalan Semar No. 25",Jalan Semar No. 25,Izin Usaha Perdagangan,Arjuna,Cicendo,BOJONAGARA
1965,"PD. M A R P U 
Jalan Gegerkalong Tengah No. 71A/173B Bandung",Jalan Gegerkalong Tengah No. 71A/173B ,Izin Usaha Perdagangan,Gegerkalong,Sukasari,BOJONAGARA
1966,"KOPERASI KARYAWAN BANK NISP ""KARYA MANDIRI"" 
Jalan Asia Afrika No. 100 Bandung",Jalan Asia Afrika No. 100 ,Izin Usaha Perdagangan,Cikawao,Lengkong,KAREES
1967,"CV. B SKY TEKNIK 
Jalan Raya Cimindi No. 212-A / 226 Bandung",Jalan Raya Cimindi No. 212-A / 226 ,Izin Usaha Perdagangan,Sukaraja,Cicendo,BOJONAGARA
1968,"CV. ALGINAA ANIN NAS 
Jalan Pasir Pogor Blok P No. 5 Bandung",Komp. Pasir Pogor Blok P No. 5 ,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
1969,"CV. BK 27 
Jalan Bojongkoneng No. 132 RT. 05/14",Jalan Bojongkoneng No. 132 RT. 05/14,Izin Usaha Perdagangan,Sukapada,Cibeunying Kidul,CIBEUNYING
1970,"PT. NEOCELINDO INTI BETON 
Jalan Vijaya Kusuma B9 No. 7",Jalan Vijaya Kusuma B9 No. 7,Izin Usaha Perdagangan,Cipadung,Cibiru,UJUNGBERUNG
1971,"CV. MARVA SANSCO 
Jalan Kalijati Raya No. 8 Bandung",Jalan Kalijati Raya No. 8 ,Izin Usaha Perdagangan,Antapani Kulon,Antapani,UJUNGBERUNG
1972,"CV. ARKAN TEKNOLOGI 
Jalan Labuan No. 41-42",Jalan Labuan No. 41-42,Izin Usaha Perdagangan,Kebonwaru,Batununggal,KAREES
1973,"CIPAGANTI  
Jalan Cipaganti No. 34",Jalan Cipaganti No. 34,Izin Usaha Perdagangan,Tamansari,Bandung Wetan,CIBEUNYING
1974,"CV. P A L A I S 
Jalan Bangun Resik III No. 109 Bandung",Gg. Bangun Resik III No. 109 ,Izin Usaha Perdagangan,Sukabungah,Sukajadi,BOJONAGARA
1975,"CV. SEKAR WANGI 
Jalan Kopo - Jalan Bapa Nasih No. 41 Bandung",Jalan Kopo - Gg. Bapa Nasih No. 41 ,Izin Usaha Perdagangan,Margahayu Utara,Babakan Ciparay,TEGALLEGA
1976,"CV. DAMAR KAWANINA 
Jalan Kecubung No. 16 Bandung",Jalan Kecubung No. 16 ,Izin Usaha Perdagangan,Cijagra,Lengkong,KAREES
1977,"SUTRA PAPERA INDAH 
Jalan Kebon Jukut No. 25-29 Kav-3 Bandung",Jalan Kebon Jukut No. 25-29 Kav-3 ,Izin Usaha Perdagangan,Babakan Ciamis,Sumur Bandung,CIBEUNYING
1978,"CV. CIPTA PERKASA 
Jalan Rio Susilo C-215 Bandung",Jalan Rio Susilo C-215 ,Izin Usaha Perdagangan,Kujangsari,Bandung Kidul,GEDEBAGE
1979,"PT. RICHEESE KULINER INDONESIA 
Jalan Bojong Raya No. 18-A Bandung",Jalan Bojong Raya No. 18-A ,Izin Usaha Perdagangan,Caringin,Bandung Kulon,TEGALLEGA
1980,"PT. BERSAMA ZATTA MULYA 
Jalan Istana Pasteur Regency CRA No. 47 Bandung",Istana Pasteur Regency CRA No. 47 ,Izin Usaha Perdagangan,Sukaraja,Cicendo,BOJONAGARA
1981,"CV. ALFIE JAYA PUTRA 
Jalan Madesa No. 31 Bandung",Jalan Madesa No. 31 ,Izin Usaha Perdagangan,Campaka,Andir,BOJONAGARA
1982,"FELITA  COLLECTION 
Jalan Pasirluyu Barat No. 48 B  Bandung",Jalan Pasirluyu Barat No. 48 B  ,Izin Usaha Perdagangan,Ancol,Regol,KAREES
1983,"PT. FAJAR MAS MURNI 
Jalan Soekarno Hatta No. 647 Bandung",Jalan Soekarno Hatta No. 647 ,Izin Usaha Perdagangan,Sukapura,Kiaracondong,KAREES
1984,"PT. HARFA MANUNGAL PERKASA 
Jalan Sadang Asri I No. 1",Jalan Sadang Asri I No. 1,Izin Usaha Perdagangan,Pelindung Hewan,Astana Anyar,TEGALLEGA
1985,"ERI RAHADIAN 
Jalan Kencanawangi No. 29",Jalan Kencanawangi No. 29,Izin Usaha Perdagangan,Cijaura,Buahbatu,GEDEBAGE
1986,"NEFO 
Jalan Halteu No. 95-A / 77 Bandung",Jalan Halteu No. 95-A / 77 ,Izin Usaha Perdagangan,Dunguscariang,Andir,BOJONAGARA
1987,"CV. BUNGSUNA PUTRI MANDIRI 
Jalan Kopo No. 295",Jalan Kopo No. 295,Izin Usaha Perdagangan,Situsaeur,Bojongloa Kidul,TEGALLEGA
1988,"CV. SYMMER 
Jalan Otto Iskandardinata No. 128/22 E",Jalan Otto Iskandardinata No. 128/22 E,Izin Usaha Perdagangan,Nyengseret,Astana Anyar,TEGALLEGA
1989,"CV. PUSEUR BUYUT 
Jalan Kopo No. 295",Jalan Kopo No. 295,Izin Usaha Perdagangan,Situsaeur,Bojongloa Kidul,TEGALLEGA
1990,"CV. AMNICOOL 
Jalan Cemara III No.7 Bandung",Jalan Cemara III No.7 ,Izin Usaha Perdagangan,Pasteur,Sukajadi,BOJONAGARA
1991,"CV. QIMORA ABADI 
Jalan MArgahayu Raya C-3 No. 54",Margahayu Raya C-3 No. 54,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
1992,"CV. AISY PRATAMA 
Jalan Margahayu Raya C-3 No. 54",Margahayu Raya C-3 No. 54,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
1993,"CV. GRAVITY REKATAMA 
Jalan JalanHolis Indah C5 No. 14",Komp. Taman Holis Indah C5 No. 14,Izin Usaha Perdagangan,Cigondewah Rahayu,Bandung Kulon,TEGALLEGA
1994,"CV. MALAHAYATI 
Jalan Randusari IV No. 24",Jalan Randusari IV No. 24,Izin Usaha Perdagangan,Antapani Kidul,Antapani,UJUNGBERUNG
1995,"CV. SAMIJAYA 
Jalan Paledang No. 12 Bandung",Jalan Paledang No. 12 ,Izin Usaha Perdagangan,Campaka,Andir,BOJONAGARA
1996,"CV. GHAZI PUTRA NUSANTARA 
Jalan Randusari IV No. 22",Jalan Randusari IV No. 22,Izin Usaha Perdagangan,Antapani Kidul,Antapani,UJUNGBERUNG
1997,"CV. KIDANG KENCANA 
Jalan Pacar No. 9 Bandung ",Jalan Pacar No. 9 ,Izin Usaha Perdagangan,Samoja,Batununggal,KAREES
1998,"FAJAR  JAYA 
JalanHolis Indah D-3 No. 2 Bandung",Taman Holis Indah D-3 No. 2 ,Izin Usaha Perdagangan,Cigondewah Kidul,Bandung Kulon,TEGALLEGA
1999,"DUNIA ELECTRIK 
Jalan Otto Iskandardinata No. 319 Bandung",Jalan Otto Iskandardinata No. 319 ,Izin Usaha Perdagangan,Balonggede,Regol,KAREES
2000,"IING 
Jalan Peta No. 89",Jalan Peta No. 89,Izin Usaha Perdagangan,Situsaeur,Bojongloa Kidul,TEGALLEGA
2001,"PT. ZHIAN UTAMA MANDIRI 
Jalan Rancabolang No. 104",Jalan Rancabolang No. 104,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
2002,"BOLA MAS 
Jalan Suniaraja No. 79-81",Jalan Suniaraja No. 79-81,Izin Usaha Perdagangan,Braga,Sumur Bandung,CIBEUNYING
2003,"CV. PRATAMA CIPTA SEJAHTERA 
Ujung Berung Jalan Segar No. 25",Ujung Berung Jalan Segar No. 25,Izin Usaha Perdagangan,Cigending,Ujungberung,UJUNGBERUNG
2004,"CV. KARYA PUTERA 
Jalan Astina Jalan Sukatinggal No. 9",Jalan Astina Gang Sukatinggal No. 9,Izin Usaha Perdagangan,Pamoyanan,Cicendo,BOJONAGARA
2005,"ANDESTA 
Jalan Terusan Logam RT.003/003  Bandung",Jalan Terusan Logam RT.003/003  ,Izin Usaha Perdagangan,Kujangsari,Bandung Kidul,GEDEBAGE
2006,"CV. SOVIA LESTARI 
Jalan warung Jambu No. 94 Bandung",Jalan warung Jambu No. 94 ,Izin Usaha Perdagangan,Kebon Kangkung,Kiaracondong,KAREES
2007,"PT. ORANGE CREATIVE SOLUTION 
Jalan Margahayu Raya barat Blok L2 A No. 90",Jalan Margahayu Raya barat Blok L2 A No. 90,Izin Usaha Perdagangan,Sekejati,Buahbatu,GEDEBAGE
2008,"WARUNG MND 
Jalan Peta No. 114",Jalan Peta No. 114,Izin Usaha Perdagangan,Situsaeur,Bojongloa Kidul,TEGALLEGA
2009,"CV. MULTI KARYA BAROKAH 
Jalan Lemah Hegar No. 91",Jalan Lemah Hegar No. 91,Izin Usaha Perdagangan,Sukapura,Kiaracondong,KAREES
2010,"PT. MEISSICA ABADI 
Jalan Sarijadi Raya No. 43",Jalan Sarijadi Raya No. 43,Izin Usaha Perdagangan,Sarijadi,Sukasari,BOJONAGARA
2011,"CV. DUA PUTRA 
Jalan Kopo Jaya IV No. 31",Jalan Kopo Jaya IV No. 31,Izin Usaha Perdagangan,Margahayu Utara,Babakan Ciparay,TEGALLEGA
2012,"CV. RENNYS 
Jalan Balnggede No. 59 B",Jalan Balnggede No. 59 B,Izin Usaha Perdagangan,Balonggede,Regol,KAREES
2013,"TOKO  FAJAR  INDAH 
Jalan Cipaera  No. 2 A  Bandung",Jalan Cipaera  No. 2 A  ,Izin Usaha Perdagangan,Malabar,Lengkong,KAREES
2014,"CV. DARA PUTRA 
Jalan Sukasirna No. 204/139 A",Jalan Sukasirna No. 204/139 A,Izin Usaha Perdagangan,Sukapada,Cibeunying Kidul,CIBEUNYING
2015,"PD. MANDIRI 
Jalan Ciparay RT. 006/004",Jalan Ciparay RT. 006/004,Izin Usaha Perdagangan,Kujangsari,Bandung Kidul,GEDEBAGE
2016,"CV. CATUR JAYA SOLUTION 
Jalan Naripan No. 89",Jalan Naripan No. 89,Izin Usaha Perdagangan,Kebon Pisang,Sumur Bandung,CIBEUNYING
2017,"BANDUNG 
Jalan Pajagalan No. 2",Jalan Pajagalan No. 2,Izin Usaha Perdagangan,Karang Anyar,Astana Anyar,TEGALLEGA
2018,"PT. ASCO DWIMOBILINDO 
Jalan Jend. A. Yani No. 254  Bandung",Jalan Jend. A. Yani No. 253,Izin Usaha Perdagangan,Cihapit,Bandung Wetan,CIBEUNYING
2019,"CV. DANANG & Co. 
Jalan Salendro No. 32  Bandung",Jalan Salendro No. 32  ,Izin Usaha Perdagangan,Turangga,Lengkong,KAREES
2020,"PT. PENTARONA MEDAN KREASINDO 
Jalan Kiaracondong No. 93",Jalan Kiaracondong No. 93,Izin Usaha Perdagangan,Babakan Surabaya,Kiaracondong,KAREES
2021,"PT. EKA NUSA PERSADA 
Jalan Pirus No. 21",Jalan Pirus No. 21,Izin Usaha Perdagangan,Cisaranten Kulon,Arcamanik,UJUNGBERUNG
2022,"TANI TELADAN 
Jalan Margaluyu No. 52",Jalan Margaluyu No. 52,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
2023,"PT. DIAN RAHUTAMA 
Jalan Kembar Baru Utara VII No. 7 Bandung",Jalan Kembar Baru Utara VII No. 7 ,Izin Usaha Perdagangan,Cigereleng,Regol,KAREES
2024,"KOPERASI SERBA USAHA NASARI CABANG BANDUNG (KSU NASARI) 
Jalan Peta No. 218 Bandung",Jalan Peta No. 218 ,Izin Usaha Perdagangan,Suka Asih,Bojongloa Kaler,TEGALLEGA
2025,"CV. KARYAGUNA PRATAMA 
Jalan Sarimanah No. 77 Bandung",Jalan Sarimanah No. 77 ,Izin Usaha Perdagangan,Sarijadi,Sukasari,BOJONAGARA
2026,"CV. WILLIAM JAYAPRATAMA 
Jalan Baladewa No. 68 Bandung",Jalan Baladewa No. 68 ,Izin Usaha Perdagangan,Pamoyanan,Cicendo,BOJONAGARA
2027,"CV. MANGPRANG JAYA 
Jalan Cibarengkok No. 8 Bandung",Jalan Cibarengkok No. 8 ,Izin Usaha Perdagangan,Sukabungah,Sukajadi,BOJONAGARA
2028,"TOP IN STYLE 
Jalan Cibolerang No. 43 Bandung",Jalan Cibolerang No. 43 ,Izin Usaha Perdagangan,Margasuka,Babakan Ciparay,TEGALLEGA
2029,"CV. KALOKA TRE FIGLI 
Jalan Cibadak No. 311 Bandung",Jalan Cibadak No. 311 ,Izin Usaha Perdagangan,Jamika,Bojongloa Kaler,TEGALLEGA
2030,"CV. DANATRES 
Jalan Jalan  Priangan RT. 09/01 Bandung ",Jalan Babakan Priangan RT. 09/01 ,Izin Usaha Perdagangan,Ciseureuh,Regol,KAREES
2031,"PT. MENARA MEDIA 
Jalan Jalan  Priangan No. 121/203-B Bandung ",Jalan Babakan Priangan No. 121/203-B ,Izin Usaha Perdagangan,Ciseureuh,Regol,KAREES
2032,"PT. SERENE TECHNO BAKTI 
Jalan BOugenville Blok C-3 ",Komp. BOugenville Blok C-3 ,Izin Usaha Perdagangan,Sukamiskin,Arcamanik,UJUNGBERUNG
2033,"CV. SILOKA KARYA 
Jalan Sukasari II No. 31",Gang Sukasari II No. 31,Izin Usaha Perdagangan,Sekeloa,Coblong,CIBEUNYING
2034,"PT. RIQQOH TEKNOLOGI 
Jalan Bekatonik No. 10 Bandung",Jalan Bekatonik No. 10 ,Izin Usaha Perdagangan,Cikutra,Cibeunying Kidul,CIBEUNYING
2035,"CV. SANDANG NASIONAL 
Jalan Cimuncang No. 28 Bandung",Jalan Cimuncang No. 28 ,Izin Usaha Perdagangan,Padasuka,Cibeunying Kidul,CIBEUNYING
2036,"PT. HEKSA GARDA UTAMA 
Jalan Kencanawangi Utara No. 1",Jalan Kencanawangi Utara No. 1,Izin Usaha Perdagangan,Cijaura,Buahbatu,GEDEBAGE
2037,"CV. URBAN KREASINDO 
Jalan Cipedes I No. 77 Bandung",Jalan Cipedes I No. 77 ,Izin Usaha Perdagangan,Pajajaran,Cicendo,BOJONAGARA
2038,"CV. INDO PERKASA MAS 
Jalan Pasirluyu Timur No. 117.A Bandung",Jalan Pasirluyu Timur No. 117.A ,Izin Usaha Perdagangan,Ancol,Regol,KAREES
2039,"TOKO OKA 
Jalan Kesatriaan No. 8 Bandung",Jalan Kesatriaan No. 8 ,Izin Usaha Perdagangan,Arjuna,Cicendo,BOJONAGARA
2040,"CV. ASRY AGRO ENGINEERING 
Jalan Margacinta No. 170",Jalan Margacinta No. 170,Izin Usaha Perdagangan,Margasari,Buahbatu,GEDEBAGE
2041,"PT. SYNERGY NATURAL RESOURCES 
Jalan Oto Iskandardinata No. 18",Jalan Oto Iskandardinata No. 18,Izin Usaha Perdagangan,Pasirkaliki,Cicendo,BOJONAGARA
2042,"CV. NISA MOTOR 
Jalan Madurasa Tengah No. 8 Bandung",Jalan Madurasa Tengah No. 8 ,Izin Usaha Perdagangan,Cigereleng,Regol,KAREES
2043,"PT. SAPTA MULTI PERKASA 
Jalan  Cempaka Arum E-7 No. 69",Griya Cempaka Arum E-7 No. 69,Izin Usaha Perdagangan,Rancanumpang,Gedebage,GEDEBAGE
2044,"PT. SOHO ENICON 
Jalan Kawaluyaan Indah XII No. 12 Bandung",Jalan Kawaluyaan Indah XII No. 12 ,Izin Usaha Perdagangan,Jatisari,Buahbatu,GEDEBAGE
2045,"PT. KARSA SEJAHTERA ABADI 
Jalan CIBADUYUT NO. 53 BANDUNG",Jalan CIBADUYUT NO. 53 ,Izin Usaha Perdagangan,Kebonlega,Bojongloa Kidul,TEGALLEGA
2046,"PT. KAGUM ZODIAK MAKMUR HOTELINDO 
Jalan Cihampelas No. 180 Bandung",Jalan Cihampelas No. 180 ,Izin Usaha Perdagangan,Cipaganti,Coblong,CIBEUNYING
2047,"PT. TRISURYA EDUPRENEUR 
Jalan Mars Selatan I No. 11 Bandung",Jalan Mars Selatan I No. 11 ,Izin Usaha Perdagangan,Manjahlega,Rancasari,GEDEBAGE
2048,"CV. MAHARANI KASYIDI 
Jalan Komplek Mitra Residence B-9 Bandung",Komplek Mitra Residence B-9 ,Izin Usaha Perdagangan,Antapani Tengah,Antapani,UJUNGBERUNG
2049,"D R A G O N 
Jalan Kopo No. 238 Bandung",Jalan Kopo No. 238 ,Izin Usaha Perdagangan,Suka Asih,Bojongloa Kaler,TEGALLEGA
2050,"U B 
Jalan Pajagalan No. 8 Bandung",Jalan Pajagalan No. 8 ,Izin Usaha Perdagangan,Karang Anyar,Astana Anyar,TEGALLEGA
